source,date,apiURL,url,sku,name,brand,stock,advance,paymentAmount,phoneContractDuration,sim_price,simContractname,simContractDuration,phoneContractPrice,isPhoneContractAvailableWOsim,phoneContractSimPackage,handsetOnlyCostCash,handsetOnlyContract,previousPrice,onSale,saleText,plan_type,sim_data,simOfferData,sim1YearIncrease,sim2YearIncrease,sim3YearIncrease,simDesc,colour,size,UPC,EAN,cat,subcat1,subcat2,subcat3,subcat4,subcat5,warranty,image1,image2,image3,image4,image5,desc,shortDesc,reviewCount,reviewRating,videoURL,isSellingFast,isRestockingSoon,isPromotion,isOutletPrice,lowestPriceText,lowestPriceValue,attributeType1,attributeTitle1,attributeValue1,attributeType2,attributeTitle2,attributeValue2,attributeType3,attributeTitle3,attributeValue3,attributeType4,attributeTitle4,attributeValue4,attributeType5,attributeTitle5,attributeValue5,attributeType6,attributeTitle6,attributeValue6,attributeType7,attributeTitle7,attributeValue7,attributeType8,attributeTitle8,attributeValue8,attributeType9,attributeTitle9,attributeValue9,attributeType10,attributeTitle10,attributeValue10,attributeType11,attributeTitle11,attributeValue11,attributeType12,attributeTitle12,attributeValue12,attributeType13,attributeTitle13,attributeValue13,attributeType14,attributeTitle14,attributeValue14,attributeType15,attributeTitle15,attributeValue15,attributeType16,attributeTitle16,attributeValue16,attributeType17,attributeTitle17,attributeValue17,attributeType18,attributeTitle18,attributeValue18,attributeType19,attributeTitle19,attributeValue19,attributeType20,attributeTitle20,attributeValue20
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£4.00,Talk & Text Plan,1,0,N,28.99,£24.99,,,,,Pay As You Go,0MB,Talk & Text Plan,,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£13.00,25GB Plan (24 months),24,0,N,336.99,£24.99,,,,,Pay Monthly,25GB,25GB Plan (24 months) (25GB Plan (24 months) - 20% Discount),,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£15.00,60GB Plan (24 months),24,0,N,384.99,£24.99,,,,,Pay Monthly,60GB,"60GB Plan (24 months) (£6/month for the first 6 months, then £15/month for 18 months)",,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£18.00,Bundle 18,1,0,N,42.99,£24.99,,,,,Pay As You Go,100GB,Bundle 18,,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£22.00,Ultd Bundle (12 months),12,0,N,288.99,£24.99,,,,,Pay Monthly,Unlimited,Ultd Bundle (12 months),,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/nokia/105,https://mobile.asda.com/shop/nokia/105,1GF019CPA2L05,Nokia 105 32MB Black,Nokia,Y,0,24.99,1,£19.00,Ultd Bundle (24 months),24,0,N,480.99,£24.99,,,,,Pay Monthly,Unlimited,Ultd Bundle (24 months),,,,Unlimited minutes and texts,Black,32MB,,6438409086037,shop,nokia,105,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210480/conversions/1GF019CPA2L05_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210482/conversions/1GF019CPA2L05_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210484/conversions/1GF019CPA2L05_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210486/conversions/1GF019CPA2L05_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/210488/conversions/1GF019CPA2L05_5-handset.webp,Nokia's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=1.8 | SCREEN TYPE=QQVGA | RESOLUTION (PIXELS)=160 X 120,SPECIFICATION,Camera,REAR= | FRONT= | VIDEO=NO | IMAGE STABILISATION=FALSE,SPECIFICATION,Storage,"INTERNAL STORAGE=[0.04, 0.032] | MEMORY CARD SLOT=FALSE",SPECIFICATION,Power,BATTERY TYPE=BL-5CB RECHARGEABLE | BATTERY SIZE=1000MAH | CHARGER TYPE=MICRO-USB | WIRELESS CHARGING=FALSE,SPECIFICATION,Connectivity,BLUETOOTH=FALSE | WI-FI=FALSE | 4G COMPATIBLE=FALSE | 5G COMPATIBLE=FALSE | ESIM SUPPORT=FALSE,SPECIFICATION,Body,SIM TYPE=MINISIM | DUAL SIM=TRUE | WATER RESISTANT=FALSE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=49.4 X 115.1 X 14.4 | WEIGHT=78.7G,SPECIFICATION,System,OPERATING SYSTEM=S30+ | CPU=UNISOC6531E/MTK6261D | RAM=4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£4.00,Talk & Text Plan,1,0,N,428.97,£424.97,,,,,Pay As You Go,0MB,Talk & Text Plan,,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£5.00,£5 Plan,1,0,N,429.97,£424.97,,,,,Pay As You Go,3GB,£5 Plan,,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£10.00,£10 Plan,1,0,N,434.97,£424.97,,,,,Pay As You Go,15GB,£10 Plan,,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£22.00,£22 unlimited Plan,1,0,N,446.97,£424.97,,,,,Pay As You Go,Unlimited,£22 unlimited Plan,,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£8.00,£8 Plan,1,0,N,432.97,£424.97,,,,,Pay As You Go,10GB,£8 Plan,,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDA Mobile,2025-09-02,https://mobile.asda.com/shop/apple/iphone-13,https://mobile.asda.com/shop/apple/iphone-13,MLPF3B/A,Apple iPhone 13 128GB Black,Apple,Y,0,424.97,1,£5.00,3GB Plan (12 months),12,0,N,484.97,£424.97,,,,,Pay Monthly,3GB,3GB Plan (12 months) (3GB Plan (12 months) - 20% Discount),,,,Unlimited minutes and texts,Black,128GB,,0194252707043,shop,apple,iphone-13,,,,,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209335/conversions/MLPF3BA_1-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209337/conversions/MLPF3BA_2-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209339/conversions/MLPF3BA_3-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209341/conversions/MLPF3BA_4-handset.webp,https://asda-mobile.eu-central-1.linodeobjects.com/smobileasdacom/209343/conversions/MLPF3BA_5-handset.webp,Apple's range has something for everyone.,,,,,,,,,,,SPECIFICATION,Display,SCREEN SIZE (INCHES)=6.1 | SCREEN TYPE=OLED | RESOLUTION (PIXELS)=2532 X 1170,SPECIFICATION,Camera,REAR=12MP + 12MP +12MP | FRONT=12MP | VIDEO=YES | IMAGE STABILISATION=TRUE,SPECIFICATION,Storage,INTERNAL STORAGE=[128] | MEMORY CARD SLOT=FALSE,SPECIFICATION,Power,BATTERY TYPE=RECHARGEABLE - LITHIUM ION | BATTERY SIZE=3095MAH | CHARGER TYPE=LIGHTNING TO USB C | WIRELESS CHARGING=TRUE,SPECIFICATION,Connectivity,BLUETOOTH=TRUE | WI-FI=TRUE | 4G COMPATIBLE=TRUE | 5G COMPATIBLE=TRUE | ESIM SUPPORT=TRUE,SPECIFICATION,Body,SIM TYPE=NANO SIM | DUAL SIM=FALSE | WATER RESISTANT=TRUE,SPECIFICATION,Size and weight,DIMENSIONS (MM)=71 X 146 X 7.6 | WEIGHT=174G,SPECIFICATION,System,OPERATING SYSTEM=IOS 15 | CPU=APPLE A15 | RAM=4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
